eid,doi,doi_url,title,source
2-s2.0-33646733918,,,Electronically tintable glazing constantly changing for the better,Construction Specifier
2-s2.0-84864548144,,,Double-skin façades on high-rise office buildings in São Paulo a possible environmental efficient solution?,22nd International Conference PLEA 2005 Passive and Low Energy Architecture Environmental Sustainability the Challenge of Awareness in Developing Societies Proceedings
2-s2.0-77954033468,,,Static and dynamic daylight control systems: Shading devices and electrochromic windows,Ibpsa 2005 International Building Performance Simulation Association 2005
2-s2.0-29144494121,,,Façades get dynamic,HAC
2-s2.0-17044376679,,,Shading for sustainable advantage,Fabric Architecture
2-s2.0-0041592505,,,A novel behavorial model of power amplifier based on a dynamic envelope gain approach for the system level simulation and design,IEEE MTT S International Microwave Symposium Digest
2-s2.0-0141630685,,,Adaptive envelope-constrained filtering,ICASSP IEEE International Conference on Acoustics Speech and Signal Processing Proceedings
2-s2.0-0035414642,,,Improved gain for a dynamic envelope tracking amplifier in cellular radio handsets,Microwave Journal
2-s2.0-0034781545,,,Membranes offer space age solutions,Industrial Textiles
2-s2.0-0034825789,,,Indoor air quality and hygroscopically active materials,ASHRAE Transactions
2-s2.0-1842539574,,,Indoor Air Quality and Hygroscopically Active Materials,ASHRAE Winter Meeting Cd Technical and Symposium Papers
2-s2.0-0032217999,,,Adaptive shape from shading,Turkish Journal of Electrical Engineering and Computer Sciences
2-s2.0-0031635886,,,Efficient approach to noise suppression in adaptive filtering subject to output envelope constraints,Proceedings IEEE International Symposium on Circuits and Systems
2-s2.0-0030674305,,,Development of a wind load cycle for testing commercial building envelopes,Structures Congress Proceedings
2-s2.0-0030718713,,,New look at adaptive envelope-constrained filtering via the constraint approximation,Proceedings IEEE International Symposium on Circuits and Systems
2-s2.0-0030354432,,,Design of adaptive envelope-constrained filters using the cubic smoothing function,Proceedings of the International Symposium on Signal Processing and Its Applications Isspa
2-s2.0-0029697466,,,Fast convergence algorithms for the adaptive envelope-constrained filter design,Proceedings IEEE International Symposium on Circuits and Systems
2-s2.0-0029721340,,,First Mars outpost architectural study,Proceedings of the International Conference on Engineering Construction and Operations in Space
2-s2.0-0029212466,,,Design and evaluation of integrated envelope and lighting control strategies for commercial buildings,ASHRAE Transactions
2-s2.0-84963565522,,,A Scalable Architecture for Volume Rendering,Eggh 1994 Eurographics Workshop on Graphics Hardware 1994
2-s2.0-0027835967,,,Conceptual framework for dynamic control of daylighting and electric lighting systems,Conference Record IAS Annual Meeting IEEE Industry Applications Society
2-s2.0-0027708724,,,Numerical behavior envelopes for qualitative models,Proceedings of the National Conference on Artificial Intelligence
2-s2.0-85002213781,,,A new method facilitating design calculations of passively or actively movable louvers,AIAA 28th Thermophysics Conference 1993
2-s2.0-0026995097,,,Dynamic evaluation of thermal bridges in a typical office building,ASHRAE Transactions
2-s2.0-0027003042,,,Method of measurement nighttime U-values using the mobile window thermal test facility,ASHRAE Transactions
2-s2.0-0026158977,,,Use of nonlinear envelope feedback to linearize the characteristics of power amplifiers,Telecommunications and Radio Engineering English Translation of Elektrosvyaz and Radiotekhnika
2-s2.0-0024721103,,,"Microcomputer-based system for 3D reconstruction, analysis and 3D animation of the heart and its coronary arteries",Computers in Cardiology
2-s2.0-0021633305,,,INTERNAL PRESSURES IN LOW-RISE BUILDINGS.,undefined
2-s2.0-0020221635,,,PERFORMANCE CALCULATIONS OF MOVABLE LOUVERS AND HEAT PIPES.,undefined
