doi,doi_url
10.1115/1.4071458,https://doi.org/10.1115/1.4071458
10.1115/1.4069135,https://doi.org/10.1115/1.4069135
10.1115/1.4068810,https://doi.org/10.1115/1.4068810
10.1115/1.4056928,https://doi.org/10.1115/1.4056928
10.1115/IMECE2023-113117,https://doi.org/10.1115/IMECE2023-113117
10.1115/1.4056394,https://doi.org/10.1115/1.4056394
10.1115/1.4054775,https://doi.org/10.1115/1.4054775
10.1115/1.4049432,https://doi.org/10.1115/1.4049432
10.1115/SMASIS2020-2302,https://doi.org/10.1115/SMASIS2020-2302
