doi,doi_url
10.1051/e3sconf/202338801030,https://doi.org/10.1051/e3sconf/202338801030
10.1051/e3sconf/202233600032,https://doi.org/10.1051/e3sconf/202233600032
10.1051/e3sconf/202017202009,https://doi.org/10.1051/e3sconf/202017202009
10.1051/e3sconf/20198504003,https://doi.org/10.1051/e3sconf/20198504003
10.1051/e3sconf/20140301007,https://doi.org/10.1051/e3sconf/20140301007
10.1051/epjconf/20146800037,https://doi.org/10.1051/epjconf/20146800037
